time,inventory_budget
103,1.325332896538826
104,1.2444937071955686
105,1.3968288491000511
106,0.718490365690603
107,1.3859995003572458
108,1.028222359639348
109,1.2070563325919597
110,1.2023142725362952
111,1.1377164983402268
112,0.6735327684247095
113,1.2865241866248376
114,1.105503553630441
115,0.5580743691682729
116,0.8548958258391985
117,0.636075501242773
118,0.5721378149368619
119,1.2559972733079046
120,0.5561879438314331
121,0.6036645114651586
122,1.5934668899016478
123,0.8656342595051914
124,1.1972982383091426
125,1.3374494603707612
126,1.2322640825531717
127,1.0448718527474439
128,0.9888207762326411
129,1.1612819046542295
130,0.9326012341666738
131,1.2084660771591638
132,0.9223123241592974
133,0.9563391693337816
134,1.5645280369630439
135,0.8558829252042089
136,1.0057724168284228
137,1.1291688180396466
138,1.1484380370941691
139,1.0878587251143415
140,0.6248829514983025
141,1.048613010485109
142,1.072848680190498
143,1.3419880812654985
144,1.2217724581368061
145,1.3617581078752596
146,0.6990383825590076
147,0.7011938834757852
148,1.0984299012497756
149,1.3398555957518876
150,0.9398698232401865
151,0.7779131389422247
152,0.519559839578155
153,1.1089087796995591
154,0.9661258558335162
155,0.8698161037508267
156,1.2715570108279552
157,0.9739616131367671
158,1.00026606586755
159,1.2699621167773945
160,1.657220733808407
161,0.8666612586097315
162,0.7371280676542171
163,0.7032823091262181
164,1.1430472515351082
165,0.6728443037887257
166,0.8880332947850087
167,0.9144160059133346
168,1.4669197272015144
169,1.3578580655290697
170,0.5389854411840336
171,1.4754472773455811
172,0.6351546341920242
173,1.048087302229017
174,0.7496369239691267
175,0.8835086174170936
176,0.7058773163963343
177,1.502656756168129
178,0.9579713371460374
179,1.0676769456761392
180,0.6783171346017178
181,0.5754805380198043
182,0.8667566580117101
183,1.1564380205531088
184,0.9635643545751557
185,1.2923618489204758
186,1.0372512672108716
187,1.0019395648338836
188,1.160533805677754
189,1.0300898594431853
190,1.2832087614205139
191,1.1665632363299783
192,1.2732894765470326
193,1.2149370247420908
194,1.4080811834260647
195,1.2486802466000722
196,1.5242786619226174
197,0.8376443548276876
198,1.250435245469932
199,0.5857849661184285
200,1.2841219134383728
201,1.0169333741280335
202,1.2810401772016768
203,1.503853314074409
204,1.2403290149339308
205,0.8761763193393859
206,0.6736083786832142
207,1.1608032565996527
208,0.9142188878339789
209,1.1990797283972385
210,0.8479778311454101
211,0.7211566428505657
212,0.9274780558192823
213,1.150285652925655
214,1.0366596113780475
215,0.7560742825878428
216,1.5401542339880796
217,0.9583771298400708
218,0.3214527499860157
219,1.2796892162694393
220,0.9966688289179676
221,0.9488434077773571
222,0.9428817080032569
223,0.9445711202916853
224,1.5006929921371528
225,1.1393596405124717
226,1.0781133577119464
227,0.9211782929887758
228,1.5185421480728336
229,1.2528791688727476
230,1.2967162052606043
231,1.0834503915055298
232,1.2999812567170879
233,1.1179552695806345
234,0.8886132286554737
235,1.1108247448749624
236,1.6291256653620483
237,1.0611455001729209
238,1.3810509182680537
239,1.3574139155841611
240,1.16886090285967
241,1.4970323108568904
242,0.34812262961238705
243,0.4490866638037798
244,1.5183479620269147
245,0.8057721827661541
246,1.0335316215795025
247,1.525173466624231
248,1.0598950693609395
249,1.5068826304085736
250,0.8835280951730026
251,1.1847683004619167
252,1.017440562417987
253,1.447190082374173
254,0.9215154439193138
255,0.7107089945607683
256,0.8597142958729359
257,0.8730242127462713
258,0.8058549884239911
259,0.7933830863313902
260,1.3365151827682682
261,1.4223458528468553
262,1.1175782488967645
263,0.8058011374872597
264,0.8247908471614898
265,0.3781266105150688
266,1.1139057134035926
267,0.7951809342411668
268,1.4413301062031592
269,0.5865658295635902
270,0.8222942702354569
271,0.9713314992188771
272,1.1395688659250456
273,1.5408836988516148
274,0.5888707296415574
275,0.9094186042370991
276,0.5715492757856477
277,1.2369854771931528
278,0.8059317458078838
279,0.9690088840827422
280,0.9483209385258933
281,1.0348860815047887
282,0.953118896401616
283,0.7084953891966809
284,1.025469992614363
285,0.7616838474261955
286,1.2443689606161437
287,1.0172240682160216
288,0.6880771660743877
289,1.722062699885388
290,1.4976555615875822
291,1.7330417904501862
292,0.897131407317162
293,0.7494441777819207
294,1.2419497489492612
295,1.3324084333001833
296,1.059018173368667
297,0.3688779102729747
298,0.7056686280434474
299,1.1267513936812186
300,0.8019480058445327
301,0.5904969269418381
302,0.9227033080547555
303,0.026008485666975667
304,0.819008323711484
305,0.8721930120372159
306,1.0931190790798704
307,1.1642863452788903
308,1.113312944772394
309,1.2691746498880287
310,0.949606251660116
311,0.5633235836312753
312,1.013258353892003
313,0.7373498239390981
314,0.5929338837436683
315,1.1737049435904168
316,0.5761351554461116
317,1.2040628584511757
318,0.6123523808132113
319,0.9128362863117567
320,0.8307931805725912
321,1.341068499074079
322,1.1783009826210966
323,0.7527265141635697
324,0.9527214555913983
325,1.3988237580868725
326,1.447905881286665
327,0.5893571690630199
328,1.3948590217646026
329,1.3718943785009377
330,1.0535839592296614
331,0.972771978142186
332,0.8348693045411982
333,0.6239788433305571
334,1.101682928781783
335,0.9489829873811563
336,1.1304761455836476
337,1.1376432160537968
338,1.755370538156746
339,1.359005102301897
340,1.164074994601045
341,0.3589114949264467
342,1.1176928250662517
343,1.4746802646972332
344,0.8719118828450463
345,1.6572043012633817
346,1.1631593187502456
347,1.088366493732458
348,0.7027690528137671
349,1.4511100955305878
350,0.750812095419443
351,0.8306879071426246
352,0.43567689856477687
353,1.2688461535357753
354,1.1762995476544322
355,1.0030606382660383
356,1.2220734779611468
357,1.1937970125199016
358,0.8903449821043465
359,0.7645488474120461
360,0.4854183204961863
361,0.9466970975492891
362,0.6075552096189034
363,1.0488004297884124
364,0.9518747888674239
365,0.8793907620995269
366,1.313954847804555
367,0.7040907393961906
368,0.44560525857944067
369,0.9323820858828463
370,0.7780170299529482
371,1.0364707483660123
372,0.7259211848503162
373,1.1261584065611756
374,0.7081358030761992
375,0.7048893028721128
376,1.1849304483610785
377,0.9860644000476081
378,0.6438798077365158
379,0.7144553000798775
380,0.8881556523540405
381,0.6571114621096594
382,0.9136195131396477
383,0.9241769228516896
384,0.7248805312214636
385,1.1950115004548252
386,0.6938852652290757
387,1.3737004790384728
388,0.9344547495967644
389,0.8021024628250601
390,1.1618096329981815
391,1.0103338774411257
392,1.2279678090179693
393,0.39968293014671186
394,1.1550554285018217
395,0.844216887258327
396,1.0112752843473785
397,0.9735489953333206
398,1.4039848265913013
399,0.4418510899693773
400,1.4842283565422618
401,1.211933229383083
402,1.0456409371726578
403,0.5699425194765355
404,0.4983796579630395
405,0.8317159885049782
406,1.190530907232553
407,0.9981992152405438
408,1.1734720400861713
409,0.5609930837329726
410,1.0133199019323134
411,1.3286144125599413
412,1.4355660310946905
413,0.6238098313757352
414,0.8944232880275389
415,0.8977608833686684
416,0.8120905731813702
417,1.2723309996604828
418,1.861442613208001
419,0.6658856232007699
420,1.127430422158517
421,1.0886597425499147
422,1.0950950741103256
423,1.3998991708487862
424,1.1119878922638282
425,0.35911059218937935
426,0.5689526234194626
427,0.6799177447758266
428,0.7754301790779119
429,0.9581254529109229
430,0.9355876050104327
431,0.4529806820422567
432,0.5173893211005525
433,0.3643054650853994
434,0.5337959449584022
435,1.2973492761577137
436,0.9188640390772069
437,0.7141888178925145
438,0.42472727251878095
439,0.696152788983667
440,1.1821547982727403
441,1.1426992056670098
442,0.9242611285141118
443,0.9198883882887263
444,0.4686243868496349
445,0.7671831087317861
446,1.1666739502903907
447,0.7975555961553887
448,1.487042921456932
449,1.3616696573093274
450,0.863867673860138
451,0.9203901936151523
452,1.6669225729315933
453,1.2541584748390633
454,1.0210825619116208
455,1.0557107724817056
456,1.0446676926851364
457,0.9949079218109208
458,0.6787067357758765
459,0.879305112847293
460,0.569188144337597
461,1.2174431794848202
462,0.9602536638756801
463,1.23264542995562
464,0.6176715827693394
465,1.4266237790814058
466,1.389313016656607
467,0.5276714789020485
468,0.8482359415669919
469,0.8808013079376892
470,0.5686315109658568
471,0.9220395870580728
472,1.1674275589964573
473,0.8591713417220579
474,0.4861354275673716
475,1.2317464312170356
476,0.7624912412181024
477,0.7941187781684189
478,1.50438772151315
479,1.1189962762874277
480,0.7572821494104671
481,0.6432706250745944
482,1.2897671682676402
483,1.2691134882424695
484,0.8479806889781334
485,0.6222970043798324
486,1.115679783941837
487,1.17817656605578
488,0.8881779725974553
489,0.6690509807705649
490,1.0074275800411565
491,1.1385247962054323
492,0.8538703491945502
493,1.0785679629178304
494,1.1082921087117708
495,1.34363918267094
496,0.8737950259540634
497,0.6582231876931428
498,0.9798040988392162
499,1.5062506199954537
500,0.4710627764670148
501,0.30608200877353897
502,0.9675884275301921
503,0.8862174089977046
504,0.9374904983955842
505,0.9263278290628895
506,1.3016730933624194
507,0.9872614739348295
508,1.2458768201285981
509,0.2567489111862856
510,0.841288533442413
511,0.7554111441568155
512,0.31460455845371715
513,1.0310189741577924
514,0.969907005088606
515,0.8598857173193981
516,0.9622071291904262
517,1.0310171749577786
518,1.303929602633264
519,1.1927589255956117
520,1.09856641820519
521,1.6921716201687964
522,0.7875781180674805
523,0.5920295925611778
524,1.3522456293012852
525,1.5600514338691562
526,0.8094423620027975
527,1.4133405534105232
528,0.8399632547832857
529,1.1754259046520494
530,1.1920818775638238
531,0.8106841322437921
532,1.5540175040506978
533,1.5884747871306497
534,0.6936380474152414
535,1.0603162739144538
536,1.2743506826142907
537,0.43522499866796394
538,1.0078691839445628
539,0.5040466480689365
540,1.200245275948285
541,1.0257919581575292
542,0.8878692720980469
543,0.5299295774772502
544,0.8204194558224123
545,1.1557590941605291
546,0.9877089636911945
547,1.3577592485016454
548,1.3383275596912987
549,1.3255884166887189
550,0.8386693952183597
551,1.088492587804758
552,0.7104297279600558
553,0.6220196757546046
554,1.3545560193977133
555,0.6440427932724813
556,0.6118138842697307
557,1.031558396817682
558,0.9187972360074947
559,0.9447345141298705
560,1.6916963522185982
561,0.7016600946976256
562,1.148509963425783
563,1.0260077673887922
564,1.302801678377369
565,0.7642633380949011
566,0.9326605491970279
567,1.0342440008139662
568,0.5698536441308428
569,0.4583349011979112
570,0.9937604081948974
571,1.401291230983507
572,0.894338880670463
573,0.9354746214688882
574,1.3452117179398055
575,0.9553552239918279
576,1.233072691941447
577,1.7999403131590475
578,0.8268807099655563
579,0.9468835836718246
580,1.118865443168444
581,1.4474871268764118
582,0.9654619669131526
583,1.2187807749227646
584,1.1043655346543138
585,0.9783280102817259
586,0.8738735218333148
587,0.817235416285245
588,1.9196577695127754
589,0.537685532509923
590,0.5661130958437143
591,1.0734221343679238
592,1.0609797996804375
593,1.1279058489578389
594,0.737636494779797
595,0.6920582514884814
596,0.914350951259463
597,1.2722842716693772
598,0.6946796714669291
599,1.045337445069175
600,0.8463221382603046
601,0.5426557276134327
602,0.6155776954992711
603,1.2731043340228207
604,0.8188501129630394
605,1.3731426040653032
606,0.9888257140332984
607,0.5896521318356507
608,1.1431596708893343
609,0.7595976569628571
610,0.8869464331190248
611,1.3398172398532389
612,0.6130964337027297
613,0.865115429876396
614,0.6749403992065723
615,0.6429001224686949
616,0.8580426435147563
617,0.7427290770531976
618,0.9178278930725019
619,1.1916520183095405
620,0.7747418495264955
621,0.5595451805012706
622,1.1924427988032256
623,0.7727263891426203
624,1.5483307004091067
625,0.8773011583836022
626,0.959207444486587
627,0.30877231041647524
628,0.6514798912593152
629,0.3162578349518793
630,1.088226196312814
631,0.9754609745241638
632,1.1890369631292566
633,1.2422229927853716
634,1.2884415806453169
635,0.9324879438386096
636,1.0256238341735162
637,1.1736826064136492
638,0.7615815940278466
639,0.7185962659860279
640,1.4620201719228476
641,0.4581507374863065
642,1.1500012255968588
643,1.1023635149627058
644,0.6630038276286282
645,0.7996470824617262
646,0.892947691002939
647,1.0650016857291396
648,1.1055013807660223
649,0.9907211367461084
650,1.0565177896404943
651,1.1978350805131115
652,1.1839789689537004
653,1.4602919219444765
654,1.3129407207526613
655,1.0053373971780746
656,1.1922046202768386
657,1.1271469435291188
658,1.0493219741067557
659,0.7394204704159815
660,1.048676762371521
661,0.38042539377219986
662,1.3216975552979306
663,1.1051043150110234
664,0.9522444899329792
665,0.8737845169075737
666,1.1963507651631262
667,1.551254224060643
668,1.1125239689897315
669,1.57067435671582
670,1.2353062646619895
671,0.7583792513076105
672,1.1463187759592603
673,1.1170204268505024
674,0.7582023643645497
675,0.8776820932275933
676,0.8717349122935669
677,1.0300676437480267
678,0.9159883674549036
679,1.0806000536858589
680,1.1292058758166816
681,1.3803005301140037
682,1.1647419376474466
683,0.7894177544208228
684,1.633330874321942
685,0.7913598297799731
686,0.883722286502193
687,1.179248746102982
688,1.8685899063663982
689,1.1204756354475152
690,0.8075254383802232
691,0.5082020742830669
692,0.48825271498327705
693,1.0032874562875291
694,1.1634237308853228
695,0.5740559989898335
696,1.0665916604132777
697,0.6059283905259668
698,0.7226785491335466
699,1.1895244961847748
700,0.7757120710693528
701,1.393024520022076
702,0.8246865812157683
703,1.3328325565047483
704,1.6795645551332323
705,0.7762955866088892
706,1.7398086020742194
707,1.0040458331583815
708,0.8102298096242502
709,0.9111876676522065
710,0.8789663904301738
711,1.420537089965607
712,1.395351217741118
713,1.3917904454879038
714,0.6101761275485956
715,1.0567908072417969
716,0.535091706953561
717,1.3033295599510906
718,0.8549040078248593
719,1.1509234451718828
720,0.8494424480239668
721,0.4732441155767121
722,1.265545973536167
723,1.2887173439927058
724,1.0418107367127591
725,0.36657986636016837
726,1.22510629337222
727,0.7787235678181212
728,1.154972894089699
729,0.8528191602537545
730,0.8836116505071192
731,1.1492852513984884
732,0.7537285228213177
733,0.9499947622317714
734,1.1528796574948394
735,1.6499347384949086
736,0.9776592046017918
737,1.2518467944406728
738,0.6484575556885048
739,1.5083898533018085
740,0.757588572356509
741,0.9603425365051926
742,1.1533646122334704
743,0.7660257374091157
744,1.3242725197443792
745,0.8014577958227003
746,1.2491871769483611
747,1.3203105921107665
748,1.1735286668013245
749,1.212529290353286
750,1.7592623647476544
751,1.1249632814984012
752,1.032951791123681
753,1.1008698801176546
754,1.3813980155208776
755,1.6987825856779095
756,0.9500602764270757
757,0.7262862023978064
758,1.3487648309711733
759,0.5910735592674257
760,1.0773276335807356
761,1.0913875297401656
762,0.9677988576408303
763,0.9854379469078905
764,0.5042519182164416
765,0.7395155878206008
766,1.2811272484321994
767,0.38761936182027223
768,0.9742017362790195
769,0.9062302347825532
770,0.40226840362206584
771,1.5077129346811065
772,0.6909195723399797
773,1.1646780139759791
774,0.8593307175300829
775,0.7465420663106038
776,0.9292058303742738
777,0.8930937762354552
778,0.9439799462049665
779,0.7639144647429182
780,0.6958046270019382
781,1.3013369271938762
782,1.00208068665779
783,0.9819059599165456
784,0.7325565818149458
785,1.472319657138608
786,0.9737714271804347
787,0.43128724283659414
788,1.0827470942319988
789,0.7707418492898744
790,1.273250188796463
791,1.31152948732812
792,1.2768801316491682
793,0.8615779283428262
794,0.9661304949162883
795,1.0745816866140916
796,1.26779839520118
797,0.6886740435902491
798,1.0280277877420094
799,1.560376881700464
800,0.8393819190560805
801,0.9921787691267234
802,1.7840462664803347
803,0.9276290161086485
804,0.5383617830451939
805,0.9827858114220208
806,1.5018788666374028
807,1.3170143798624396
808,0.7060926942397203
809,1.1246184141140236
810,0.9472465447556733
811,1.2436101184524928
812,0.8153807698838675
813,1.1483553109400197
814,1.5730758470187816
815,0.2162900870457347
816,1.1778677782715932
817,1.3957201222241151
818,0.5330989052861338
819,0.7838209429681006
820,0.8818889082454873
821,0.780726955879358
822,0.7582559009732026
823,0.8875771243291657
824,1.2555084528986353
825,1.446295697056187
826,1.3907962261362778
827,1.2981402520361218
828,1.549634527936092
829,1.6093982934033242
830,1.049817735110175
831,1.4292895767029137
832,1.1271757595565473
833,0.9351282869803714
834,0.9850693862889711
835,1.303755239749779
836,1.439677349530188
837,1.1741363095455288
838,0.8811886345170126
839,0.8531563219789463
840,0.44401465546423513
841,1.1082802095831719
842,1.0878677781372788
843,0.6866087948475887
844,1.141931476164886
845,1.1369000087398988
846,0.554886274259345
847,0.9034768066753309
848,1.4227137155931537
849,0.81004584278436
850,1.0052925047540955
851,1.0481370413091737
852,0.9920991413943941
853,1.2066112147991188
854,1.2805665110575
855,1.3793748072061451
856,0.9059506215384888
857,1.1571599816786018
858,1.251948786184102
859,0.9644999704539615
860,0.7842514914650305
861,1.0430734561165438
862,0.8182805405399366
863,0.788731571844829
864,1.0660401724460133
865,0.9435051045331712
866,1.0526565684189468
867,0.5346320294889328
868,0.9473358612290934
869,0.3219205294580584
870,0.6863589476090709
871,0.9733199345605845
872,1.3639367694270494
873,1.1610552583500784
874,1.0270830604653476
875,0.8869765084424368
876,0.9248222616240256
877,1.391733759363862
878,0.6680954211488656
879,0.7823385218315381
880,1.3200266229601434
881,0.8968218559894762
882,1.5817257958320476
883,1.2072099651917063
884,1.3464871190021714
885,0.5123117437592217
886,1.3178279868348872
887,0.7451830950253243
888,1.2147293710724354
889,0.8908896098010859
890,1.0668410255681597
891,0.6681309155039185
892,0.48382588022986717
893,1.04516692913779
894,0.9118600322703072
895,0.7318613129953241
896,0.4953850035976963
897,0.19748379152940465
898,1.1570677692355311
899,0.9234805539180618
900,0.8188405085067479
901,1.063843451453949
902,1.3043212780888642
903,1.0808699580761916
904,0.867061293033136
905,1.6397465485350062
906,0.8092741952530079
907,0.5771107278224579
908,1.0299446913158818
909,0.9233317642869446
910,1.2841282729828236
911,0.8421133926775337
912,0.9504538280355451
913,0.7402696746277204
914,1.2422975565781769
915,1.0430709994552059
916,0.9174445711773747
917,0.955002890170274
918,0.9936068502529385
919,0.5687917127239961
920,1.3488125144725434
921,1.331208493522068
922,1.012204116820802
923,0.9801428658622733
924,0.7010025960685253
925,1.518200488704911
926,1.4456363695002534
927,1.1183184200225158
928,1.246014426001482
929,1.3691442903673559
930,1.3082410164762333
931,0.7431415085654198
932,0.9066620528732552
933,1.1404546557818398
934,1.0609974796925354
935,1.225917720705903
936,1.1931176208976668
937,1.0740913984794456
938,0.21887898805650796
939,1.3518508834872494
940,1.2517107447246885
941,1.620764238675814
942,0.856750724328526
943,0.44712816102695185
944,0.9458654978920391
945,1.1370041016631953
946,0.867388341442153
947,1.4115381004276382
948,0.8019581544756055
949,0.9697344029609553
950,0.9262030218519566
951,1.8322934377840285
952,0.7281767019647322
953,1.1751194413560515
954,0.6396377484520102
955,1.1028894245343357
956,0.7136598459826602
957,1.3299833695722918
958,1.2724385847452946
959,1.0814560769291641
960,0.5825711584225648
961,0.9840387093193421
962,0.9087586889564234
963,1.249117859274187
964,0.7292534761480871
965,1.3465184443457339
966,1.2902161204460312
967,0.5876797217487941
968,0.9341190758642468
969,0.9845993590363371
970,1.3017843578079202
971,0.7939537980608748
972,1.0622812507803088
973,1.3297175556053082
974,1.075380793878598
975,0.44280371646526506
976,0.8516437834798741
977,1.271269721172066
978,1.2338126405997
979,0.32518279904657343
980,1.060221337183047
981,1.2838013682046046
982,1.1616773464479158
983,1.1960724990236262
984,1.6186949261484522
985,0.9869640581253409
986,1.0914329635319937
987,0.7181513465336206
988,0.809598663111899
989,0.9004077286421298
990,1.2549176970534346
991,0.7757173661340772
992,1.37038692688051
993,0.6720501304762472
994,1.1918814708765175
995,1.1656199676729748
996,1.0772434261964916
997,1.2953915977140984
998,0.7772375894487374
999,0.8601619891418197
1000,0.710994037547859
1001,1.002703601289872
1002,0.9640173739309968
1003,1.2569365175506042
1004,1.1160435071738
1005,1.206825197315793
1006,0.9408612705442391
1007,1.1217023424735002
1008,1.543820625246373
1009,0.5963373748390454
1010,0.4482717182172191
1011,1.191073906729662
1012,0.7454371799306575
1013,0.5854806155860063
1014,1.16017233695393
1015,0.6986871549564615
1016,1.461716825530062
1017,1.0469408841928285
1018,0.9392182501916901
1019,0.7535258747652467
1020,1.064556512149327
1021,0.522723598398976
1022,0.25951299184367715
1023,0.5337537844361171
1024,1.3411570469585976
1025,0.7227582566274818
1026,0.5696493201587067
1027,0.9733595791986744
1028,1.6674062886971102
1029,1.3275683825982278
1030,0.7598665759256023
1031,0.7544607684559982
1032,0.7612134663657368
1033,0.7269206109135624
1034,1.1631379894315612
1035,0.8992154543821459
1036,0.6660580367957604
1037,0.599119863244855
1038,1.6903100827640059
1039,1.2216238664130883
1040,0.7431729581767952
1041,1.3637078402387863
1042,0.65428324775977
1043,0.958866851965012
1044,0.9260307437045416
1045,1.0546978500450266
1046,0.7173693383535426
1047,1.0385473746459115
1048,0.47548610673704717
1049,0.8869804257943716
1050,1.4005692308949074
1051,1.3076057453848375
1052,0.7911957720130985
1053,0.5422192351556607
1054,0.3450565328461539
1055,1.1852412568669073
1056,1.0835168598044904
1057,1.1157019563914778
1058,1.5071808410679213
1059,1.0458682734205529
1060,1.068424637819484
1061,0.5807861224858795
1062,1.4871811207499057
1063,0.9508126543711408
1064,0.7549371736863479
1065,1.0623569930102403
1066,1.6000934837021097
1067,1.6405597569309696
1068,0.7088801273176994
1069,1.3526114824061821
1070,1.1007194364811563
1071,1.296277655274037
1072,1.0830148926759704
1073,1.1844654664243863
1074,1.3963915745736302
1075,0.47524907772114966
1076,1.1081121925951858
1077,0.6491463408155864
1078,0.8609202101908466
1079,1.0002913853361939
1080,0.6976503842954165
1081,0.8255836610390055
1082,0.5797850616297795
1083,0.8220160117782372
1084,1.1535554533774468
1085,1.2596357976157055
1086,0.7691863743253469
1087,1.3983374012278744
1088,1.1732152673100167
1089,1.4300167214945319
1090,0.46876663717357747
1091,1.0933752626744335
1092,1.1833639444290138
1093,0.4844427787028227
1094,1.7242743674812369
1095,0.8090312372754913
1096,1.1631576071308631
1097,1.2780232550507642
1098,1.030354865466201
1099,1.4157484217380616
1100,1.598563960295606
1101,0.6671165038232478
1102,1.0348438213673237
1103,1.274703056833146
1104,0.5100883859774452
1105,1.319281985205232
1106,1.5119607112372644
1107,1.3851660587030117
1108,1.1315334661058039
1109,1.4618378906399725
1110,1.1072353826002324
1111,0.604114975547387
1112,0.8434316381868627
1113,0.9233127675951734
1114,0.9808148878505706
1115,0.9717310731048879
1116,0.8985249035730334
1117,1.06565305718857
1118,1.451270891240051
1119,1.064233754340983
1120,1.1886149445474474
1121,0.3418235521434535
1122,1.0377931554273334
1123,1.3260504413981524
1124,1.374055020389265
1125,1.3435307394989688
1126,1.091023471546507
1127,1.1241805695438947
1128,0.7981836304465988
1129,1.2535055028684652
1130,0.7997818543202841
1131,1.2042682651385175
1132,1.0124538829431753
1133,1.0044824756618567
1134,1.3003725615988904
1135,1.1683620830560455
1136,1.0847792252378339
1137,0.8506819605806898
1138,1.4806939704669497
1139,1.0998890419321576
1140,1.2242161981122577
1141,1.024284133281112
1142,0.7918803091459852
1143,1.1064836258302866
1144,0.8212702407860815
1145,1.1313333422438336
1146,0.02040961599517932
1147,0.879755814401736
1148,0.9956953928196456
1149,0.7136714872411261
1150,1.1091346551755232
1151,0.8733328734952415
1152,0.9982271243584298
1153,0.8345422954486178
1154,1.2915732977656411
1155,1.163791551189035
1156,1.089371787087303
1157,1.0185972504429175
1158,1.7591896279918697
1159,0.9527770666947869
1160,0.7909340882036264
1161,0.6480817426685301
1162,1.2716065338593063
1163,1.4893656457209739
1164,0.7455831921173173
1165,0.9145309963450574
1166,0.8921709399216489
1167,0.9627709519330697
1168,0.4696683605485855
1169,1.2420178581871033
1170,1.3570732444511877
1171,0.42863364881858124
1172,1.5273805220936518
1173,1.4852614275744387
1174,0.07904479458992608
1175,0.34800453297262324
1176,0.9601210464737069
1177,1.3948121246098304
1178,1.0869312261837294
1179,1.0064153100494686
1180,1.172098618619991
1181,0.757571737220515
1182,1.3832079140084415
1183,0.9689150062007749
1184,0.5100915943920592
1185,0.7613566950831274
1186,1.1107025907473163
1187,0.913096194567047
1188,0.8820207656403358
1189,1.0608798213842
1190,1.107587332803374
1191,0.6308856527955825
1192,1.3670475050666715
1193,0.9606634732342304
1194,1.1259058993627349
1195,1.0292145768977452
1196,0.8769649768133297
1197,1.2734931147196835
1198,1.024350762069561
1199,1.021995279610881
1200,0.2533918877298177
1201,1.2459855962189257
1202,0.9488399024567636
1203,1.2264797199428443
1204,1.4934883992543706
1205,1.247009971479189
1206,1.0162453979294939
1207,0.9140718654727631
1208,1.757716957679896
1209,1.1450155941425952
1210,1.0628890264459219
1211,0.9451180362423593
1212,0.7310329707087866
1213,0.41479395009232667
1214,1.4563528872265539
1215,0.7661850799420133
1216,0.9429053341450242
1217,0.9681824571140258
1218,1.4299323791636565
1219,0.770112428353685
1220,1.0772046254149878
1221,1.1536490018722556
1222,0.5846642553603847
1223,0.5564607456235039
1224,0.785494137108585
1225,1.0731009874223862
1226,1.0349470542768497
1227,0.9642752310132765
1228,1.1957157998673238
1229,0.7429613165051612
1230,0.9488365580691861
1231,0.9659372543095722
1232,0.7510637146759694
1233,1.6905084853840986
1234,0.3518686033754812
1235,1.3722042496636795
1236,1.2400216638127777
1237,1.2424862814565933
1238,1.0287545604344595
1239,1.4000735720166764
1240,0.8654921208710985
1241,1.1177317574485197
1242,1.0219601276486157
1243,0.930306728521329
1244,1.0365556018056337
1245,0.7153722735137158
1246,0.8007902199596735
1247,1.4740941260188005
1248,1.864479342534613
1249,1.1559865988793048
1250,1.2500674135943721
1251,1.075609445557315
1252,1.136516367689777
1253,1.1631375573113685
1254,1.3106285299283622
1255,1.461084945261606
1256,0.7346757584277067
1257,1.8483395571705592
1258,1.0414806882771401
1259,1.0415788198609632
1260,0.876127197296395
1261,0.8772753937147613
1262,1.1849112711188128
1263,1.19114700180919
